2  37406000    0.1462     0
3  37403000    0.1292     0
4  37402000    1.3307     0
0  37423000    0.0527     1
1  37425000    0.0156     1
2  37426000    0.0626     1
3  37427000    0.0801     1
4  37428000    0.0502     1

      price  quantity  type            timestamp
0  37409000    0.0578     0  2023-05-08 23:54:01
1  37407000    0.0608     0  2023-05-08 23:54:01
2  37406000    0.1462     0  2023-05-08 23:54:01
3  37403000    0.1292     0  2023-05-08 23:54:01
4  37402000    1.3307     0  2023-05-08 23:54:01
0  37423000    0.0527     1  2023-05-08 23:54:01
1  37425000    0.0156     1  2023-05-08 23:54:01
2  37426000    0.0626     1  2023-05-08 23:54:01
3  37427000    0.0801     1  2023-05-08 23:54:01
4  37428000    0.0502     1  2023-05-08 23:54:01


      price  quantity  type
0  37409000    0.0578     0
1  37407000    0.0516     0
2  37406000    0.0935     0
3  37403000    0.1292     0
4  37402000    1.3307     0
0  37423000    0.0527     1
1  37425000    0.0156     1
2  37426000    0.0626     1
3  37427000    0.0801     1
4  37428000    0.0502     1

      price  quantity  type            timestamp
0  37409000    0.0578     0  2023-05-08 23:54:02
1  37407000    0.0516     0  2023-05-08 23:54:02
2  37406000    0.0935     0  2023-05-08 23:54:02
3  37403000    0.1292     0  2023-05-08 23:54:02
4  37402000    1.3307     0  2023-05-08 23:54:02
0  37423000    0.0527     1  2023-05-08 23:54:02
1  37425000    0.0156     1  2023-05-08 23:54:02
2  37426000    0.0626     1  2023-05-08 23:54:02
3  37427000    0.0801     1  2023-05-08 23:54:02
4  37428000    0.0502     1  2023-05-08 23:54:02


      price  quantity  type
0  37409000    0.0578     0
1  37407000    0.0516     0
2  37406000    0.0935     0
3  37403000    0.1292     0
4  37402000    1.3307     0
0  37423000    0.0527     1
1  37425000    0.0156     1
2  37426000    0.0626     1
3  37427000    0.0801     1
4  37428000    0.0502     1

      price  quantity  type            timestamp
0  37409000    0.0578     0  2023-05-08 23:54:03
1  37407000    0.0516     0  2023-05-08 23:54:03
2  37406000    0.0935     0  2023-05-08 23:54:03
3  37403000    0.1292     0  2023-05-08 23:54:03
4  37402000    1.3307     0  2023-05-08 23:54:03
0  37423000    0.0527     1  2023-05-08 23:54:03
1  37425000    0.0156     1  2023-05-08 23:54:03
2  37426000    0.0626     1  2023-05-08 23:54:03
3  37427000    0.0801     1  2023-05-08 23:54:03
4  37428000    0.0502     1  2023-05-08 23:54:03


      price  quantity  type
0  37409000    0.0237     0
1  37407000    0.0516     0
2  37406000    0.0935     0
3  37403000    0.1292     0
4  37402000    1.3307     0
0  37423000    0.0894     1
1  37425000    0.0156     1
2  37426000    0.0626     1
3  37427000    0.0801     1
4  37428000    0.0502     1

      price  quantity  type            timestamp
