book-imbalance-0.2-5-1|mid_price|timestamp
-37379.24023267627|37843500.0|1683515188459
-36262.88618189991|37843500.0|1683515189899
-35994.88299909085|37843500.0|1683515190259
-35888.02053932026|37843500.0|1683515192239
-37968.057067336886|37843500.0|1683515192599
-37133.841571063545|37843500.0|1683515193139
-37133.841571063545|37843500.0|1683515193139
-37133.841571063545|37843500.0|1683515193139
-37099.16138987839|37843500.0|1683515196739
-37099.16138987839|37843500.0|1683515196739
-37083.52079503611|37843500.0|1683515198359
-36876.5694326818|37843500.0|1683515200339
-36722.62528422773|37843500.0|1683515201239
-16437.891870764644|37843500.0|1683515201779
35394.40203936696|37843500.0|1683515203219
-53455.35851766914|37843500.0|1683515204299
-53764.380830289425|37843500.0|1683515204479
-55114.916782523695|37843500.0|1683515205919
-64506.329313664886|37843500.0|1683515206819
-32515.835405584425|37843500.0|1683515208079
11153.513798495382|37843500.0|1683515208619
11881.457520656288|37843500.0|1683515210239
11881.457520656288|37843500.0|1683515210239
11931.910478068889|37843500.0|1683515211319
-4817.592850695551|37843500.0|1683515211679
-4750.711659596115|37843500.0|1683515213119
-3935.1052597239614|37843500.0|1683515215279
-3797.5675848953424|37843500.0|1683515216359
-54120.01202924326|37843500.0|1683515217259
-60348.912448698284|37843500.0|1683515217439
-60341.88514816835|37843500.0|1683515219419
-60764.09434205666|37843500.0|1683515219959
-60587.92062610388|37843500.0|1683515221399
-59936.76282603443|37843500.0|1683515222299
-59935.49397967756|37843500.0|1683515222659
-59935.49397967756|37843500.0|1683515222659
-10362.977892519533|37843500.0|1683515225179
-10362.977892519533|37843500.0|1683515225179
-10362.977892519533|37843500.0|1683515225179
-10352.72662596181|37843500.0|1683515226979
-10741.794383236765|37843500.0|1683515228059
-10654.629350090772|37843500.0|1683515229679
-13237.865708252788|37843500.0|1683515230579
-13195.176824370772|37843500.0|1683515231659
-13133.457272940874|37843500.0|1683515232739
-13136.230005105584|37843500.0|1683515233459
-11192.318580551446|37843500.0|1683515235439
-11192.318580551446|37843500.0|1683515235439
-11192.318580551446|37843500.0|1683515235439
-11192.318580551446|37843500.0|1683515235439
-10972.326906324179|37843500.0|1683515237959
-10964.014012936503|37843500.0|1683515239579
-10607.807290647925|37843500.0|1683515240299
-10125.337306702137|37843500.0|1683515242099
-2721.6183823272586|37843500.0|1683515242999
-10153.28924704641|37843500.0|1683515243539
-10153.28924704641|37843500.0|1683515243539
-10137.514208260178|37843500.0|1683515244799
-38519.1919310078|37842500.0|1683515246959
-45085.27015113384|37842500.0|1683515248039
-45085.27015113384|37842500.0|1683515248039
-45085.27015113384|37842500.0|1683515248039
-45085.27015113384|37842500.0|1683515248039
-44937.05639102459|37842500.0|1683515251819
-80922.23962123095|37842500.0|1683515252539
-91658.32404204458|37842500.0|1683515253799
-91474.39247495905|37842500.0|1683515254699
-94316.70938716232|37842500.0|1683515255599
-94357.14300202727|37842500.0|1683515256859
-94357.14300202727|37842500.0|1683515256859
-58826.647896967086|37842500.0|1683515259019
-40674.51572580561|37842500.0|1683515260279
-60465.481593368946|37842500.0|1683515260819
-62527.07544790208|37842500.0|1683515262259
-62527.07544790208|37842500.0|1683515262259
-61112.586082272974|37842500.0|1683515263699
-61112.586082272974|37842500.0|1683515263699
-62826.988839429614|37842500.0|1683515266219
-62221.27593205198|37842500.0|1683515266759
-61676.52100705802|37842500.0|1683515267479
-41443.934532164036|37842500.0|1683515268739
-41443.934532164036|37842500.0|1683515268739
-91712.06564691737|37841500.0|1683515270899
-91712.06564691737|37841500.0|1683515270899
-56233.248536842315|37842500.0|1683515272339
-55939.78308072015|37842500.0|1683515272879
-56937.08732138723|37842500.0|1683515275039
-56937.08732138723|37842500.0|1683515275039
-56186.21908686012|37842500.0|1683515276839
-55401.536668094996|37842500.0|1683515277739
-60431.76852675974|37842500.0|1683515278999
-60434.38165807798|37842500.0|1683515279539
-59260.565608228746|37842500.0|1683515279899
-59170.385370886324|37842500.0|1683515281159
-5940.613787963986|37841000.0|1683515282779
-4070.607649222761|37841000.0|1683515283319
-12575.341766207664|37841500.0|1683515284399
-24723.062798207255|37841500.0|1683515285119
-23679.015390434863|37841500.0|1683515286559
-23679.015390434863|37841500.0|1683515286559
-19973.807465074955|37841500.0|1683515288539
33994.88006934673|37841000.0|1683515289979
66718.52141232714|37841000.0|1683515290159
43129.17972103134|37841000.0|1683515291239
43129.17972103134|37841000.0|1683515291239
45415.90237300172|37841000.0|1683515293579
45415.90237300172|37841000.0|1683515293579
59751.089101293685|37841000.0|1683515295739
31238.116571365295|37842500.0|1683515296639
31238.116571365295|37842500.0|1683515296639
32270.738775669037|37842500.0|1683515298259
32274.872206359356|37842500.0|1683515298799
88449.90359025224|37842500.0|1683515301319
89481.03446424901|37842500.0|1683515302039
88708.435257978|37842500.0|1683515302579
88615.48647343293|37842500.0|1683515303479
88839.34693250731|37842500.0|1683515304559
36312.39771172032|37842500.0|1683515306179
33751.58038558364|37842500.0|1683515306719
33924.23436337784|37842500.0|1683515307799
37641.25925095156|37842500.0|1683515308519
40917.97128178924|37842500.0|1683515310139
40917.09567631334|37842500.0|1683515310859
41065.485478845236|37842500.0|1683515311939
41065.485478845236|37842500.0|1683515311939
43145.54530423656|37842500.0|1683515313559
44781.773552768675|37842500.0|1683515314819
45801.5497951962|37842500.0|1683515315539
45801.5497951962|37842500.0|1683515315539
38693.0971882984|37842500.0|1683515318059
38693.0971882984|37842500.0|1683515318059
38740.379799392074|37842500.0|1683515319499
38740.379799392074|37842500.0|1683515319499
32506.21526350677|37842500.0|1683515322019
32514.141441056134|37842500.0|1683515322379
32524.31385812834|37842500.0|1683515324359
32524.31385812834|37842500.0|1683515324359
39132.96095373258|37842500.0|1683515325439
44599.790846627206|37842500.0|1683515327239
38584.157713326815|37842500.0|1683515328139
49944.586363860966|37842500.0|1683515328319
50319.342278006676|37842500.0|1683515329579
38954.710361468795|37842500.0|1683515331019
38800.10550483018|37842500.0|1683515332099
32599.638585724682|37842500.0|1683515332459
32599.638585724682|37842500.0|1683515332459
34582.24393221214|37842500.0|1683515334439
22742.962600057574|37840500.0|1683515335519
-44894.03757586703|37842500.0|1683515337139
-44894.03757586703|37842500.0|1683515337139
-44894.03757586703|37842500.0|1683515337139
-11373.006349018216|37840000.0|1683515340199
22723.932704929262|37840000.0|1683515340379
12808.987790469826|37839500.0|1683515341099
12183.29469223842|37839500.0|1683515342539
-10718.83043763414|37840000.0|1683515343619
-10718.83043763414|37840000.0|1683515343619
-7845.787370040268|37840000.0|1683515345059
-20656.4163889572|37840000.0|1683515346679
-62831.71974560395|37837000.0|1683515347219
-90881.30826208815|37839000.0|1683515348479
-63382.84900995344|37840000.0|1683515349019
-63382.84900995344|37840000.0|1683515349019
-82937.28706123828|37840000.0|1683515352439
-82937.28706123828|37840000.0|1683515352439
-82937.28706123828|37840000.0|1683515352439
-82937.28706123828|37840000.0|1683515352439
-83218.96812063456|37840000.0|1683515355319
-136544.39156882092|37838500.0|1683515356579
-180113.87365386263|37838500.0|1683515358379
-180584.07679694594|37838500.0|1683515358919
-157391.7172230579|37838500.0|1683515359099
-140019.9086335607|37838500.0|1683515360179
-138794.10071432142|37838500.0|1683515361259
-132857.95461447537|37835500.0|1683515362159
-129481.52856074572|37835500.0|1683515363779
-129481.52856074572|37835500.0|1683515363779
-129511.14555439353|37835500.0|1683515365219
